id_game,pemenang,strategi_pembuka
4LsAPNh1,black,French Defense
orAOYWnJ,black,French Defense
Oif0VwOW,white,French Defense
fLKdfWoW,white,French Defense
miX6bsxN,black,Sicilian Defense
Hve0K90k,white,French Defense
96naRgmH,white,French Defense
dyfCDPfE,white,Sicilian Defense
viYCzdi0,black,French Defense
jM97zCq3,white,French Defense
qM60nmmC,black,Sicilian Defense
bowcT3pU,white,French Defense
jxEJeqw4,black,French Defense
vsZOrrXx,white,French Defense
EQwkA7Za,white,French Defense
Be2m2x3C,black,French Defense
874a9mmN,black,French Defense
CMAafD2x,white,French Defense
gdEB9wAt,black,French Defense
9A1dfrVB,white,Sicilian Defense
fuoMf45h,white,Sicilian Defense
82eQJjMY,black,French Defense
bnNp1Kvr,black,French Defense
wWqLuzp7,white,Sicilian Defense
SfbROz3i,white,French Defense
RSWn3dym,white,Sicilian Defense
pDADqjxu,black,French Defense
HZTniDNC,white,Italian Game
Prh2FiPz,white,French Defense
WOaI81Rj,black,Sicilian Defense
aIsK6TJk,black,Sicilian Defense
oHKrRS0n,black,Italian Game
UgQdSMSf,black,French Defense
9A1dfrVB,white,Sicilian Defense
Epwf67Ta,white,Italian Game
mMuqBcE9,white,Sicilian Defense
H3seTkan,white,Sicilian Defense
eELSAQUc,black,Sicilian Defense
TEecPRdJ,white,Sicilian Defense
JjgwLXWx,black,Sicilian Defense
bcLM0O2F,white,Sicilian Defense
3EjZG9D4,white,Sicilian Defense
675MBlTn,black,Italian Game
BdPf8bNn,black,Italian Game
N7AMkPfL,black,Italian Game
ZTvUvIGl,white,Italian Game
f0fEuq0x,black,Italian Game
A4wEdLvV,white,Sicilian Defense
TB4Qo0OU,white,Sicilian Defense
Tz52pR83,white,Sicilian Defense
ggUuYfDf,black,Sicilian Defense
q8QwC8ET,black,Sicilian Defense
ptg6sze9,white,Sicilian Defense
JUCyy41y,black,French Defense
DhAF9vXm,black,Italian Game
Cf5Ctx1T,black,Sicilian Defense
RiZfAUpj,black,Sicilian Defense
IGAD4no4,white,Italian Game
PsMeODx6,white,French Defense
SRyzECFE,white,Sicilian Defense
fBYFZZoN,black,Sicilian Defense
v0c1ku0T,black,Italian Game
OayTMTSX,white,Italian Game
M4k9lT5Y,black,Italian Game
ctm17fcQ,white,Sicilian Defense
Wf4lRAgU,black,French Defense
sQmHp0Is,black,Italian Game
foZZaouu,white,Italian Game
lBtJtnzU,white,Sicilian Defense
4bLU1gPD,white,Sicilian Defense
OzgJBk6E,white,Sicilian Defense
Cyp31Glx,black,French Defense
vjUH0WGA,black,French Defense
fYTPGy36,black,Sicilian Defense
MVlYCxdF,white,French Defense
janUi9Nr,white,Sicilian Defense
JP4JNf1H,black,Sicilian Defense
mzhxiGsg,black,Sicilian Defense
To8vAdxv,black,French Defense
Rr27NsMO,white,French Defense
s2d0qppI,black,Sicilian Defense
uJPgjBco,white,Sicilian Defense
aai86p5E,white,Sicilian Defense
0jWzABBX,white,Sicilian Defense
zeFMJF8U,black,Sicilian Defense
sZWZWLUP,white,Sicilian Defense
jDZbujPc,black,Sicilian Defense
CCFDPDNh,white,French Defense
wouYkEbP,white,Sicilian Defense
mEHFCWHE,white,Sicilian Defense
ugkvqRPp,white,Sicilian Defense
XYfGhZ6K,black,French Defense
odeje9Uy,white,Sicilian Defense
2CfCXx1c,white,Sicilian Defense
eUcF6dTf,white,Sicilian Defense
mnzXqgqZ,white,Sicilian Defense
jvQl2Kt9,black,Sicilian Defense
TtDblPhV,white,French Defense
wuP1kd9S,black,Sicilian Defense
LsoVy7az,black,Sicilian Defense
Ohy2vV1u,white,Sicilian Defense
4WYHjVAV,black,Sicilian Defense
3aZBxChW,white,Sicilian Defense
S9zUiOHQ,black,Sicilian Defense
IDIBWNxf,white,Sicilian Defense
3bNs0tRX,black,Sicilian Defense
A1BExYwf,black,Italian Game
vs4N1BEg,white,French Defense
S7dwSbNm,white,Italian Game
UrvIXmIz,black,Italian Game
p391pBJv,white,Italian Game
1PKFlWNn,white,Sicilian Defense
qVYON7XY,black,Sicilian Defense
JwnckPoV,white,Sicilian Defense
B4cIPYnY,white,Sicilian Defense
ItHcx2zg,black,Sicilian Defense
3FvMmc1t,black,Sicilian Defense
3ium8obe,white,Sicilian Defense
F6akm0V3,black,Sicilian Defense
NWgLdNx8,white,Italian Game
PVqRI7Ma,white,French Defense
e5jFywx3,white,Sicilian Defense
dnexZDsv,white,French Defense
7IENcPg3,white,French Defense
uMzb0TPC,black,French Defense
